bar_code,Family,Genus,species,X,Y,value,variable_id
P637320,Lecythidaceae,Eschweilera,coriacea,5,77,2.0073298378250306,3
P637320,Lecythidaceae,Eschweilera,coriacea,5,77,75.3042865616771,9
P637320,Lecythidaceae,Eschweilera,coriacea,5,77,106.18030826360867,10
P637320,Lecythidaceae,Eschweilera,coriacea,5,77,9.197589197648602,11
P260671,Lecythidaceae,Eschweilera,coriacea,69,3,25.777583436974695,1
P260671,Lecythidaceae,Eschweilera,coriacea,69,3,209.40877665688947,2
P260671,Lecythidaceae,Eschweilera,coriacea,69,3,1.8348917121859474,3
P260671,Lecythidaceae,Eschweilera,coriacea,69,3,68.58639931560413,9
P260671,Lecythidaceae,Eschweilera,coriacea,69,3,131.0675326107784,10
P260671,Lecythidaceae,Eschweilera,coriacea,69,3,8.397815115538965,11
P808367,Lecythidaceae,Eschweilera,coriacea,2.5,3,15.126737338295177,1
P808367,Lecythidaceae,Eschweilera,coriacea,2.5,3,215.18047602832246,2
P808367,Lecythidaceae,Eschweilera,coriacea,2.5,3,2.1042518080115236,3
P808367,Lecythidaceae,Eschweilera,coriacea,2.5,3,65.55958912228448,9
P808367,Lecythidaceae,Eschweilera,coriacea,2.5,3,86.5532211513657,10
P808367,Lecythidaceae,Eschweilera,coriacea,2.5,3,9.215665375452364,11
P266010,Lecythidaceae,Eschweilera,coriacea,20,86,41.40073695235824,1
P266010,Lecythidaceae,Eschweilera,coriacea,20,86,213.36725795035247,2
P266010,Lecythidaceae,Eschweilera,coriacea,20,86,1.5939094930229296,3
P266010,Lecythidaceae,Eschweilera,coriacea,20,86,97.38987131684463,9
P266010,Lecythidaceae,Eschweilera,coriacea,20,86,138.51278020366072,10
P266010,Lecythidaceae,Eschweilera,coriacea,20,86,8.373444485076224,11
P507100,Lecythidaceae,Eschweilera,coriacea,9,87,9.555156066155917,1
P507100,Lecythidaceae,Eschweilera,coriacea,9,87,167.6890370508272,2
P507100,Lecythidaceae,Eschweilera,coriacea,9,87,1.6317161535814204,3
P507100,Lecythidaceae,Eschweilera,coriacea,9,87,94.44256633464893,9
P507100,Lecythidaceae,Eschweilera,coriacea,9,87,135.79580716352214,10
P507100,Lecythidaceae,Eschweilera,coriacea,9,87,12.543842264019267,11
P577826,Lecythidaceae,Eschweilera,coriacea,67,79,24.45760499958632,1
P577826,Lecythidaceae,Eschweilera,coriacea,67,79,264.2942157527905,2
P577826,Lecythidaceae,Eschweilera,coriacea,67,79,1.7425897748717503,3
P577826,Lecythidaceae,Eschweilera,coriacea,67,79,95.23753478758395,9
P577826,Lecythidaceae,Eschweilera,coriacea,67,79,54.02271052829355,10
P577826,Lecythidaceae,Eschweilera,coriacea,67,79,8.309562188604247,11
P831545,Lecythidaceae,Eschweilera,coriacea,50,93,17.518884298830695,1
P831545,Lecythidaceae,Eschweilera,coriacea,50,93,203.0616932524441,2
P831545,Lecythidaceae,Eschweilera,coriacea,50,93,1.800759203474446,3
P831545,Lecythidaceae,Eschweilera,coriacea,50,93,82.68315451726995,9
P831545,Lecythidaceae,Eschweilera,coriacea,50,93,48.71841007559632,10
P831545,Lecythidaceae,Eschweilera,coriacea,50,93,10.20433407110516,11
P368511,Lecythidaceae,Eschweilera,coriacea,72,87,12.374704375897025,1
P368511,Lecythidaceae,Eschweilera,coriacea,72,87,202.7858057316902,2
P368511,Lecythidaceae,Eschweilera,coriacea,72,87,2.3046792569214753,3
P368511,Lecythidaceae,Eschweilera,coriacea,72,87,78.06639414287991,9
P368511,Lecythidaceae,Eschweilera,coriacea,72,87,84.85896388700397,10
P368511,Lecythidaceae,Eschweilera,coriacea,72,87,11.172282229319823,11
P882413,Lecythidaceae,Eschweilera,coriacea,52,38,37.53059916078442,1
P882413,Lecythidaceae,Eschweilera,coriacea,52,38,199.2189751035427,2
P882413,Lecythidaceae,Eschweilera,coriacea,52,38,2.207163272545039,3
P882413,Lecythidaceae,Eschweilera,coriacea,52,38,68.60425589329067,9
P882413,Lecythidaceae,Eschweilera,coriacea,52,38,139.21704257701094,10
P882413,Lecythidaceae,Eschweilera,coriacea,52,38,9.244573567137621,11
P453246,Lecythidaceae,Eschweilera,coriacea,30.5,73,17.39646335249799,1
P453246,Lecythidaceae,Eschweilera,coriacea,30.5,73,221.8946316382725,2
P453246,Lecythidaceae,Eschweilera,coriacea,30.5,73,1.8581875606263476,3
P453246,Lecythidaceae,Eschweilera,coriacea,30.5,73,93.2332522385965,9
P453246,Lecythidaceae,Eschweilera,coriacea,30.5,73,57.82148467545058,10
P453246,Lecythidaceae,Eschweilera,coriacea,30.5,73,9.453883556881737,11
P350129,Lecythidaceae,Eschweilera,coriacea,75,21,30.822608717954623,1
P350129,Lecythidaceae,Eschweilera,coriacea,75,21,266.13359549837423,2
P350129,Lecythidaceae,Eschweilera,coriacea,75,21,1.9498145659594823,3
P350129,Lecythidaceae,Eschweilera,coriacea,75,21,78.38866774905912,9
P350129,Lecythidaceae,Eschweilera,coriacea,75,21,68.99799474623747,10
P350129,Lecythidaceae,Eschweilera,coriacea,75,21,7.601854772089647,11
P147941,Lecythidaceae,Eschweilera,coriacea,95,36,19.581925745973464,1
P147941,Lecythidaceae,Eschweilera,coriacea,95,36,185.07664877475378,2
P147941,Lecythidaceae,Eschweilera,coriacea,95,36,1.543963499441416,3
P147941,Lecythidaceae,Eschweilera,coriacea,95,36,89.88270131168622,9
P147941,Lecythidaceae,Eschweilera,coriacea,95,36,115.27802477338523,10
P147941,Lecythidaceae,Eschweilera,coriacea,95,36,11.955819804374276,11
P219705,Lecythidaceae,Eschweilera,coriacea,77,77,42.004945196773384,1
P219705,Lecythidaceae,Eschweilera,coriacea,77,77,246.50002456560424,2
P219705,Lecythidaceae,Eschweilera,coriacea,77,77,1.758953781607719,3
P219705,Lecythidaceae,Eschweilera,coriacea,77,77,85.92423799906307,9
P219705,Lecythidaceae,Eschweilera,coriacea,77,77,56.05157428061511,10
P219705,Lecythidaceae,Eschweilera,coriacea,77,77,8.23460943898816,11
P336864,Lecythidaceae,Eschweilera,coriacea,31,61,42.64965213633811,1
P336864,Lecythidaceae,Eschweilera,coriacea,31,61,270.34914273748757,2
P336864,Lecythidaceae,Eschweilera,coriacea,31,61,2.3152658976809497,3
P336864,Lecythidaceae,Eschweilera,coriacea,31,61,69.52147660851398,9
P336864,Lecythidaceae,Eschweilera,coriacea,31,61,84.9537297251001,10
P336864,Lecythidaceae,Eschweilera,coriacea,31,61,9.547935707244589,11
P185102,Lecythidaceae,Eschweilera,coriacea,80.5,9.5,56.107544281584445,1
P185102,Lecythidaceae,Eschweilera,coriacea,80.5,9.5,219.03675365807737,2
P185102,Lecythidaceae,Eschweilera,coriacea,80.5,9.5,2.108710232903859,3
P185102,Lecythidaceae,Eschweilera,coriacea,80.5,9.5,66.16225435384366,9
P185102,Lecythidaceae,Eschweilera,coriacea,80.5,9.5,76.37290786140278,10
P185102,Lecythidaceae,Eschweilera,coriacea,80.5,9.5,9.799899283994717,11
P889302,Lecythidaceae,Eschweilera,coriacea,79,18,17.349810661812562,1
P889302,Lecythidaceae,Eschweilera,coriacea,79,18,229.63586600402618,2
P889302,Lecythidaceae,Eschweilera,coriacea,79,18,1.7520028864253159,3
P889302,Lecythidaceae,Eschweilera,coriacea,79,18,62.710280048336095,9
P889302,Lecythidaceae,Eschweilera,coriacea,79,18,58.862444741934354,10
P889302,Lecythidaceae,Eschweilera,coriacea,79,18,10.689171198723077,11
P641923,Lecythidaceae,Eschweilera,coriacea,63,93,27.42910178116327,1
P641923,Lecythidaceae,Eschweilera,coriacea,63,93,232.34905776827134,2
P641923,Lecythidaceae,Eschweilera,coriacea,63,93,2.270939326409815,3
P641923,Lecythidaceae,Eschweilera,coriacea,63,93,67.08444363603974,9
P641923,Lecythidaceae,Eschweilera,coriacea,63,93,116.14581777737104,10
P641923,Lecythidaceae,Eschweilera,coriacea,63,93,7.959284817730832,11
P705674,Lecythidaceae,Eschweilera,coriacea,13,24,8.881390847881587,1
P705674,Lecythidaceae,Eschweilera,coriacea,13,24,173.98648329312508,2
P705674,Lecythidaceae,Eschweilera,coriacea,13,24,1.6546551443162845,3
P705674,Lecythidaceae,Eschweilera,coriacea,13,24,80.66621472262595,9
P705674,Lecythidaceae,Eschweilera,coriacea,13,24,138.13158088974066,10
P705674,Lecythidaceae,Eschweilera,coriacea,13,24,12.428406655347159,11
P111831,Lecythidaceae,Eschweilera,coriacea,71,20,27.247944852672177,1
P111831,Lecythidaceae,Eschweilera,coriacea,71,20,192.46162169610471,2
P111831,Lecythidaceae,Eschweilera,coriacea,71,20,1.5905432571058182,3
P111831,Lecythidaceae,Eschweilera,coriacea,71,20,53.539961780275185,9
P111831,Lecythidaceae,Eschweilera,coriacea,71,20,79.19511209560464,10
P111831,Lecythidaceae,Eschweilera,coriacea,71,20,12.058734253295901,11
P842129,Lecythidaceae,Eschweilera,coriacea,87,40,33.347631981127556,1
P842129,Lecythidaceae,Eschweilera,coriacea,87,40,230.27337738832358,2
P842129,Lecythidaceae,Eschweilera,coriacea,87,40,2.3540543703189094,3
P842129,Lecythidaceae,Eschweilera,coriacea,87,40,68.87401848868176,9
P842129,Lecythidaceae,Eschweilera,coriacea,87,40,102.39874380578057,10
P842129,Lecythidaceae,Eschweilera,coriacea,87,40,8.464076768646303,11
P183231,Lecythidaceae,Eschweilera,coriacea,54,59,19.556453954452827,1
P183231,Lecythidaceae,Eschweilera,coriacea,54,59,223.00639317875934,2
P183231,Lecythidaceae,Eschweilera,coriacea,54,59,2.014001919596108,3
P183231,Lecythidaceae,Eschweilera,coriacea,54,59,76.15560215287508,9
P183231,Lecythidaceae,Eschweilera,coriacea,54,59,101.74041151510325,10
P183231,Lecythidaceae,Eschweilera,coriacea,54,59,8.809926272811493,11
P913039,Lecythidaceae,Eschweilera,coriacea,99,89,14.928651088848849,1
P913039,Lecythidaceae,Eschweilera,coriacea,99,89,244.83611446709412,2
P913039,Lecythidaceae,Eschweilera,coriacea,99,89,1.8891568941887829,3
P913039,Lecythidaceae,Eschweilera,coriacea,99,89,80.63760836977566,9
P913039,Lecythidaceae,Eschweilera,coriacea,99,89,122.65918898565474,10
P913039,Lecythidaceae,Eschweilera,coriacea,99,89,8.260220021107228,11
P416621,Lecythidaceae,Eschweilera,coriacea,61,25,26.09189827580891,1
P416621,Lecythidaceae,Eschweilera,coriacea,61,25,215.18174588438455,2
P416621,Lecythidaceae,Eschweilera,coriacea,61,25,1.5249395690973608,3
P416621,Lecythidaceae,Eschweilera,coriacea,61,25,91.5539105241688,9
P416621,Lecythidaceae,Eschweilera,coriacea,61,25,78.26493991092727,10
P416621,Lecythidaceae,Eschweilera,coriacea,61,25,9.571663988928607,11
P197353,Lecythidaceae,Eschweilera,coriacea,36,72,26.154295501032372,1
P197353,Lecythidaceae,Eschweilera,coriacea,36,72,241.9970066689511,2
P197353,Lecythidaceae,Eschweilera,coriacea,36,72,2.0682537035099577,3
P197353,Lecythidaceae,Eschweilera,coriacea,36,72,60.791813342782405,9
P197353,Lecythidaceae,Eschweilera,coriacea,36,72,54.81900784046996,10
P197353,Lecythidaceae,Eschweilera,coriacea,36,72,7.834747473894095,11
P547199,Lecythidaceae,Eschweilera,parviflora,85,42,12.268228486781377,1
P547199,Lecythidaceae,Eschweilera,parviflora,85,42,181.46557186541085,2
P547199,Lecythidaceae,Eschweilera,parviflora,85,42,1.5743009204799783,3
P547199,Lecythidaceae,Eschweilera,parviflora,85,42,60.48011715546996,9
P547199,Lecythidaceae,Eschweilera,parviflora,85,42,57.6968143331045,10
P547199,Lecythidaceae,Eschweilera,parviflora,85,42,10.810411569614207,11
P658438,Lecythidaceae,Eschweilera,parviflora,92,74,21.582850830658984,1
P658438,Lecythidaceae,Eschweilera,parviflora,92,74,207.81283274301111,2
P658438,Lecythidaceae,Eschweilera,parviflora,92,74,1.641920514096714,3
P658438,Lecythidaceae,Eschweilera,parviflora,92,74,67.5146677500168,9
P658438,Lecythidaceae,Eschweilera,parviflora,92,74,59.11090948674573,10
P658438,Lecythidaceae,Eschweilera,parviflora,92,74,10.981815826884862,11
P227338,Lecythidaceae,Eschweilera,parviflora,21,23,16.14703196732683,1
P227338,Lecythidaceae,Eschweilera,parviflora,21,23,181.47163507594934,2
P227338,Lecythidaceae,Eschweilera,parviflora,21,23,1.589477090843881,3
P227338,Lecythidaceae,Eschweilera,parviflora,21,23,58.54031620127222,9
P227338,Lecythidaceae,Eschweilera,parviflora,21,23,76.17045922553659,10
P227338,Lecythidaceae,Eschweilera,parviflora,21,23,12.758191275337563,11
P149775,Lecythidaceae,Eschweilera,parviflora,34,38,21.552248805443458,1
P149775,Lecythidaceae,Eschweilera,parviflora,34,38,203.37057583933648,2
P149775,Lecythidaceae,Eschweilera,parviflora,34,38,1.9922761763849606,3
P149775,Lecythidaceae,Eschweilera,parviflora,34,38,58.712087396441554,9
P149775,Lecythidaceae,Eschweilera,parviflora,34,38,53.96447765752244,10
P149775,Lecythidaceae,Eschweilera,parviflora,34,38,12.07793310177846,11
P629104,Lecythidaceae,Eschweilera,parviflora,20,10,24.49788345397613,1
P629104,Lecythidaceae,Eschweilera,parviflora,20,10,224.4883200767114,2
P629104,Lecythidaceae,Eschweilera,parviflora,20,10,1.9464521951959226,3
P629104,Lecythidaceae,Eschweilera,parviflora,20,10,52.486164768402375,9
P629104,Lecythidaceae,Eschweilera,parviflora,20,10,72.17922324858147,10
P629104,Lecythidaceae,Eschweilera,parviflora,20,10,10.463086919918617,11
P739403,Lecythidaceae,Eschweilera,parviflora,63,72.5,15.445698544169758,1
P739403,Lecythidaceae,Eschweilera,parviflora,63,72.5,180.86212597499454,2
P739403,Lecythidaceae,Eschweilera,parviflora,63,72.5,1.4793606489664424,3
P739403,Lecythidaceae,Eschweilera,parviflora,63,72.5,42.828757662527906,9
P739403,Lecythidaceae,Eschweilera,parviflora,63,72.5,76.00054156451912,10
P739403,Lecythidaceae,Eschweilera,parviflora,63,72.5,12.40503385131666,11
P992236,Lecythidaceae,Eschweilera,parviflora,12,97,16.62764124750671,1
P992236,Lecythidaceae,Eschweilera,parviflora,12,97,184.33143385810578,2
P992236,Lecythidaceae,Eschweilera,parviflora,12,97,1.6540500152684008,3
P992236,Lecythidaceae,Eschweilera,parviflora,12,97,48.089642335962,9
P992236,Lecythidaceae,Eschweilera,parviflora,12,97,48.364277850156185,10
P992236,Lecythidaceae,Eschweilera,parviflora,12,97,11.050752514538095,11
P922069,Lecythidaceae,Eschweilera,parviflora,0,71,17.528045852687374,1
P922069,Lecythidaceae,Eschweilera,parviflora,0,71,234.46977031111908,2
P922069,Lecythidaceae,Eschweilera,parviflora,0,71,1.7799090049898483,3
P922069,Lecythidaceae,Eschweilera,parviflora,0,71,57.93479187306022,9
P922069,Lecythidaceae,Eschweilera,parviflora,0,71,59.853005127854786,10
P922069,Lecythidaceae,Eschweilera,parviflora,0,71,9.91344101546772,11
P210537,Lecythidaceae,Eschweilera,parviflora,62,74,12.346233298356568,1
P210537,Lecythidaceae,Eschweilera,parviflora,62,74,193.5596125956609,2
P210537,Lecythidaceae,Eschweilera,parviflora,62,74,1.7275284166079667,3
P210537,Lecythidaceae,Eschweilera,parviflora,62,74,72.55095666941186,9
P210537,Lecythidaceae,Eschweilera,parviflora,62,74,41.53039160431635,10
P210537,Lecythidaceae,Eschweilera,parviflora,62,74,9.489494962043171,11
P926161,Lecythidaceae,Eschweilera,parviflora,11.5,22,18.368652418662048,1
P926161,Lecythidaceae,Eschweilera,parviflora,11.5,22,189.70916582267353,2
P926161,Lecythidaceae,Eschweilera,parviflora,11.5,22,1.4114694025722156,3
P926161,Lecythidaceae,Eschweilera,parviflora,11.5,22,47.85505331957282,9
P926161,Lecythidaceae,Eschweilera,parviflora,11.5,22,62.00857173192101,10
P926161,Lecythidaceae,Eschweilera,parviflora,11.5,22,12.726091707610719,11
P240949,Lecythidaceae,Eschweilera,parviflora,23,18,13.155016259660952,1
P240949,Lecythidaceae,Eschweilera,parviflora,23,18,181.87408700488282,2
P240949,Lecythidaceae,Eschweilera,parviflora,23,18,1.41002192368826,3
P240949,Lecythidaceae,Eschweilera,parviflora,23,18,55.67527177800771,9
P240949,Lecythidaceae,Eschweilera,parviflora,23,18,58.65744214971041,10
P240949,Lecythidaceae,Eschweilera,parviflora,23,18,11.418181781893406,11
P567838,Lecythidaceae,Eschweilera,parviflora,23,22,24.502081031652992,1
P567838,Lecythidaceae,Eschweilera,parviflora,23,22,231.57689393012947,2
P567838,Lecythidaceae,Eschweilera,parviflora,23,22,1.9550841464314943,3
P567838,Lecythidaceae,Eschweilera,parviflora,23,22,52.398479718191055,9
P567838,Lecythidaceae,Eschweilera,parviflora,23,22,63.54275041036973,10
P567838,Lecythidaceae,Eschweilera,parviflora,23,22,9.399197263380165,11
P439669,Lecythidaceae,Eschweilera,parviflora,97,33,10.454078636618066,1
P439669,Lecythidaceae,Eschweilera,parviflora,97,33,225.33158361759357,2
P439669,Lecythidaceae,Eschweilera,parviflora,97,33,1.8098599960680957,3
P439669,Lecythidaceae,Eschweilera,parviflora,97,33,57.12131200559978,9
P439669,Lecythidaceae,Eschweilera,parviflora,97,33,70.07360923935055,10
P439669,Lecythidaceae,Eschweilera,parviflora,97,33,8.891169152975474,11
P767323,Lecythidaceae,Eschweilera,parviflora,51,58,15.838336659949203,1
P767323,Lecythidaceae,Eschweilera,parviflora,51,58,197.5123952180715,2
P767323,Lecythidaceae,Eschweilera,parviflora,51,58,2.0811519579844315,3
P767323,Lecythidaceae,Eschweilera,parviflora,51,58,61.44975010265019,9
P767323,Lecythidaceae,Eschweilera,parviflora,51,58,56.73388372908334,10
P767323,Lecythidaceae,Eschweilera,parviflora,51,58,10.00695432714404,11
P525713,Lecythidaceae,Eschweilera,parviflora,24,57,24.099025337562047,1
P525713,Lecythidaceae,Eschweilera,parviflora,24,57,235.704152600895,2
P525713,Lecythidaceae,Eschweilera,parviflora,24,57,2.078335049340232,3
P525713,Lecythidaceae,Eschweilera,parviflora,24,57,77.2510562278347,9
P525713,Lecythidaceae,Eschweilera,parviflora,24,57,48.516642889300485,10
P525713,Lecythidaceae,Eschweilera,parviflora,24,57,10.528255838027215,11
P735629,Lecythidaceae,Eschweilera,parviflora,95,50,17.429971264269028,1
P735629,Lecythidaceae,Eschweilera,parviflora,95,50,182.8150181161738,2
P735629,Lecythidaceae,Eschweilera,parviflora,95,50,1.536869788632012,3
P735629,Lecythidaceae,Eschweilera,parviflora,95,50,49.36883909377589,9
P735629,Lecythidaceae,Eschweilera,parviflora,95,50,54.38356871749966,10
P735629,Lecythidaceae,Eschweilera,parviflora,95,50,10.512457576592697,11
P263028,Lecythidaceae,Eschweilera,parviflora,73,2,22.775933051922543,1
P263028,Lecythidaceae,Eschweilera,parviflora,73,2,191.51898631219754,2
P263028,Lecythidaceae,Eschweilera,parviflora,73,2,1.3349485976690192,3
P263028,Lecythidaceae,Eschweilera,parviflora,73,2,60.22909644776168,9
P263028,Lecythidaceae,Eschweilera,parviflora,73,2,53.14430152581875,10
P263028,Lecythidaceae,Eschweilera,parviflora,73,2,12.59493423615605,11
P482567,Lecythidaceae,Eschweilera,parviflora,57,73,14.2814550149574,1
P482567,Lecythidaceae,Eschweilera,parviflora,57,73,175.77465368022908,2
P482567,Lecythidaceae,Eschweilera,parviflora,57,73,1.4301259343830766,3
P482567,Lecythidaceae,Eschweilera,parviflora,57,73,59.289894453217705,9
P482567,Lecythidaceae,Eschweilera,parviflora,57,73,67.15163498431296,10
P482567,Lecythidaceae,Eschweilera,parviflora,57,73,10.67497702386952,11
P861518,Lecythidaceae,Eschweilera,parviflora,65,60,16.91665115035337,1
P861518,Lecythidaceae,Eschweilera,parviflora,65,60,202.70766300701754,2
P861518,Lecythidaceae,Eschweilera,parviflora,65,60,1.63023806678752,3
P861518,Lecythidaceae,Eschweilera,parviflora,65,60,51.06527805061233,9
P861518,Lecythidaceae,Eschweilera,parviflora,65,60,51.21835258145536,10
P861518,Lecythidaceae,Eschweilera,parviflora,65,60,9.474342274253013,11
P207246,Lecythidaceae,Eschweilera,parviflora,51,46,15.629513929517937,1
P207246,Lecythidaceae,Eschweilera,parviflora,51,46,171.27312596924745,2
P207246,Lecythidaceae,Eschweilera,parviflora,51,46,1.3462330526651198,3
P207246,Lecythidaceae,Eschweilera,parviflora,51,46,44.92603000994128,9
P207246,Lecythidaceae,Eschweilera,parviflora,51,46,60.698070379898205,10
P207246,Lecythidaceae,Eschweilera,parviflora,51,46,12.747843784470016,11
P197472,Lecythidaceae,Eschweilera,parviflora,76,64,10.589297431200675,1
P197472,Lecythidaceae,Eschweilera,parviflora,76,64,190.89459901128478,2
P197472,Lecythidaceae,Eschweilera,parviflora,76,64,1.436799542830541,3
P197472,Lecythidaceae,Eschweilera,parviflora,76,64,65.97336789909728,9
P197472,Lecythidaceae,Eschweilera,parviflora,76,64,60.07763964976925,10
P197472,Lecythidaceae,Eschweilera,parviflora,76,64,9.86543744177029,11
P447136,Lecythidaceae,Eschweilera,parviflora,5,41,17.177390109574407,1
P447136,Lecythidaceae,Eschweilera,parviflora,5,41,210.07690760700288,2
P447136,Lecythidaceae,Eschweilera,parviflora,5,41,1.5116228243292535,3
P447136,Lecythidaceae,Eschweilera,parviflora,5,41,56.74180069967628,9
P447136,Lecythidaceae,Eschweilera,parviflora,5,41,58.5419348559266,10
P447136,Lecythidaceae,Eschweilera,parviflora,5,41,12.493390216338383,11
P130191,Lecythidaceae,Eschweilera,parviflora,76.5,71.5,19.809834572331592,1
P130191,Lecythidaceae,Eschweilera,parviflora,76.5,71.5,194.2596805991839,2
P130191,Lecythidaceae,Eschweilera,parviflora,76.5,71.5,1.6553924690580002,3
P130191,Lecythidaceae,Eschweilera,parviflora,76.5,71.5,69.85009378983466,9
P130191,Lecythidaceae,Eschweilera,parviflora,76.5,71.5,60.57888424894213,10
P130191,Lecythidaceae,Eschweilera,parviflora,76.5,71.5,12.808703853534366,11
P640843,Lecythidaceae,Eschweilera,parviflora,10,92,15.845111388756965,1
P640843,Lecythidaceae,Eschweilera,parviflora,10,92,193.14825364846072,2
P640843,Lecythidaceae,Eschweilera,parviflora,10,92,1.705029925249063,3
P640843,Lecythidaceae,Eschweilera,parviflora,10,92,48.3148781533779,9
P640843,Lecythidaceae,Eschweilera,parviflora,10,92,53.79647301941757,10
P640843,Lecythidaceae,Eschweilera,parviflora,10,92,10.074239547041367,11
P803274,Lecythidaceae,Eschweilera,parviflora,61,4,13.051149394437925,1
P803274,Lecythidaceae,Eschweilera,parviflora,61,4,210.00104397098792,2
P803274,Lecythidaceae,Eschweilera,parviflora,61,4,1.901777152719091,3
P803274,Lecythidaceae,Eschweilera,parviflora,61,4,62.66464212841293,9
P803274,Lecythidaceae,Eschweilera,parviflora,61,4,46.59761015221482,10
P803274,Lecythidaceae,Eschweilera,parviflora,61,4,8.882432028424645,11
P851890,Lecythidaceae,Eschweilera,parviflora,91,10,23.85965653011225,1
P851890,Lecythidaceae,Eschweilera,parviflora,91,10,207.4808546561956,2
P851890,Lecythidaceae,Eschweilera,parviflora,91,10,2.0376444317030367,3
P851890,Lecythidaceae,Eschweilera,parviflora,91,10,47.64725476193185,9
P851890,Lecythidaceae,Eschweilera,parviflora,91,10,77.5479736798381,10
P851890,Lecythidaceae,Eschweilera,parviflora,91,10,10.340474717574574,11
P240244,Lecythidaceae,Eschweilera,parviflora,58,59.5,18.450730769518135,1
P240244,Lecythidaceae,Eschweilera,parviflora,58,59.5,204.57647997443172,2
P240244,Lecythidaceae,Eschweilera,parviflora,58,59.5,1.9613551989494231,3
P240244,Lecythidaceae,Eschweilera,parviflora,58,59.5,43.77882948074759,9
P240244,Lecythidaceae,Eschweilera,parviflora,58,59.5,66.67200612999882,10
P240244,Lecythidaceae,Eschweilera,parviflora,58,59.5,8.606835795355039,11
P686966,Lecythidaceae,Eschweilera,parviflora,100,31,21.04392387628343,1
P686966,Lecythidaceae,Eschweilera,parviflora,100,31,222.73031088620868,2
P686966,Lecythidaceae,Eschweilera,parviflora,100,31,1.8692404473054625,3
P686966,Lecythidaceae,Eschweilera,parviflora,100,31,44.03885128681792,9
P686966,Lecythidaceae,Eschweilera,parviflora,100,31,63.136260827813096,10
P686966,Lecythidaceae,Eschweilera,parviflora,100,31,9.210546219035505,11
P687996,Lecythidaceae,Eschweilera,parviflora,47,14,14.00023621604099,1
P687996,Lecythidaceae,Eschweilera,parviflora,47,14,190.4714300804686,2
P687996,Lecythidaceae,Eschweilera,parviflora,47,14,1.6752190103649793,3
P687996,Lecythidaceae,Eschweilera,parviflora,47,14,65.575530837091,9
P687996,Lecythidaceae,Eschweilera,parviflora,47,14,40.979971297940565,10
P687996,Lecythidaceae,Eschweilera,parviflora,47,14,10.65948011467439,11
P571742,Lecythidaceae,Eschweilera,parviflora,70.5,40.5,14.226102901643584,1
P571742,Lecythidaceae,Eschweilera,parviflora,70.5,40.5,202.38275805813694,2
P571742,Lecythidaceae,Eschweilera,parviflora,70.5,40.5,1.786110524152087,3
P571742,Lecythidaceae,Eschweilera,parviflora,70.5,40.5,63.25227477734519,9
P571742,Lecythidaceae,Eschweilera,parviflora,70.5,40.5,52.020697192450264,10
P571742,Lecythidaceae,Eschweilera,parviflora,70.5,40.5,9.401108672391539,11
P986020,Lecythidaceae,Eschweilera,parviflora,41,57,24.109130365457393,1
P986020,Lecythidaceae,Eschweilera,parviflora,41,57,225.53569073851074,2
P986020,Lecythidaceae,Eschweilera,parviflora,41,57,2.402394629509773,3
P986020,Lecythidaceae,Eschweilera,parviflora,41,57,54.579770661356434,9
P986020,Lecythidaceae,Eschweilera,parviflora,41,57,54.958352558790466,10
P986020,Lecythidaceae,Eschweilera,parviflora,41,57,9.486248595859998,11
P492587,Lecythidaceae,Eschweilera,parviflora,69,11,19.422691543838493,1
P492587,Lecythidaceae,Eschweilera,parviflora,69,11,191.83095843884283,2
P492587,Lecythidaceae,Eschweilera,parviflora,69,11,1.8249221261771722,3
P492587,Lecythidaceae,Eschweilera,parviflora,69,11,54.1443182911347,9
P492587,Lecythidaceae,Eschweilera,parviflora,69,11,47.01368115891637,10
P492587,Lecythidaceae,Eschweilera,parviflora,69,11,13.512012929999592,11
P627073,Lecythidaceae,Eschweilera,parviflora,84,34,9.361937842735964,1
P627073,Lecythidaceae,Eschweilera,parviflora,84,34,179.86566644409305,2
P627073,Lecythidaceae,Eschweilera,parviflora,84,34,1.6067230563842427,3
P627073,Lecythidaceae,Eschweilera,parviflora,84,34,55.62282042219693,9
P627073,Lecythidaceae,Eschweilera,parviflora,84,34,57.98801919583375,10
P627073,Lecythidaceae,Eschweilera,parviflora,84,34,10.445019738143705,11
P510450,Lecythidaceae,Eschweilera,parviflora,95,32,22.55748588958555,1
P510450,Lecythidaceae,Eschweilera,parviflora,95,32,197.4169504946502,2
P510450,Lecythidaceae,Eschweilera,parviflora,95,32,1.7934648916932334,3
P510450,Lecythidaceae,Eschweilera,parviflora,95,32,60.523654906642086,9
P510450,Lecythidaceae,Eschweilera,parviflora,95,32,51.48218963751294,10
P510450,Lecythidaceae,Eschweilera,parviflora,95,32,10.817541195827948,11
P975052,Lecythidaceae,Eschweilera,parviflora,97,97,12.748023915394732,1
P975052,Lecythidaceae,Eschweilera,parviflora,97,97,181.26790612286834,2
P975052,Lecythidaceae,Eschweilera,parviflora,97,97,1.7204994137871898,3
P975052,Lecythidaceae,Eschweilera,parviflora,97,97,51.515338421312954,9
P975052,Lecythidaceae,Eschweilera,parviflora,97,97,48.89774432879453,10
P975052,Lecythidaceae,Eschweilera,parviflora,97,97,10.527685479338384,11
P523571,Lecythidaceae,Eschweilera,parviflora,99.5,8.5,14.547942596178725,1
